id,analysis_scope,user_id,intent,tag_technique,question,sql_query,rationale
346,assessment,115749.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 115749 ?,SELECT * FROM assessment_results WHERE ID = 346;,L'analyse montre que le score PIX est 122.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Pas assez de challenges posés pour la compétence D-SSENT'.
347,assessment,118622.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 118622 ?,SELECT * FROM assessment_results WHERE ID = 347;,L'analyse montre que le score PIX est 78.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
348,assessment,118627.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 118627 ?,SELECT * FROM assessment_results WHERE ID = 348;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'Computed'.
350,assessment,118625.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 118625 ?,SELECT * FROM assessment_results WHERE ID = 350;,L'analyse montre que le score PIX est 290.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
351,assessment,118623.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 118623 ?,SELECT * FROM assessment_results WHERE ID = 351;,L'analyse montre que le score PIX est 252.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
352,assessment,118619.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 118619 ?,SELECT * FROM assessment_results WHERE ID = 352;,L'analyse montre que le score PIX est 167.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
353,assessment,115573.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 115573 ?,SELECT * FROM assessment_results WHERE ID = 353;,L'analyse montre que le score PIX est 71.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'Pas assez de challenges posés pour la compétence P-MOD'.
354,assessment,115573.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 115573 ?,SELECT * FROM assessment_results WHERE ID = 354;,L'analyse montre que le score PIX est 71.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Pas assez de challenges posés pour la compétence P-MOD'.
355,assessment,115574.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 115574 ?,SELECT * FROM assessment_results WHERE ID = 355;,L'analyse montre que le score PIX est 101.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
356,assessment,116134.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 116134 ?,SELECT * FROM assessment_results WHERE ID = 356;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'Computed'.
357,assessment,116166.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 116166 ?,SELECT * FROM assessment_results WHERE ID = 357;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'Computed'.
358,assessment,115545.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 115545 ?,SELECT * FROM assessment_results WHERE ID = 358;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'Computed'.
359,assessment,115583.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 115583 ?,SELECT * FROM assessment_results WHERE ID = 359;,L'analyse montre que le score PIX est 0.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Pas assez de challenges posés pour la compétence D-SSENT'.
360,assessment,115583.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 115583 ?,SELECT * FROM assessment_results WHERE ID = 360;,L'analyse montre que le score PIX est 353.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Pas assez de challenges posés pour la compétence D-SSENT'.
361,assessment,115586.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 115586 ?,SELECT * FROM assessment_results WHERE ID = 361;,L'analyse montre que le score PIX est 101.0 avec un statut 'error'. Le commentaire pour le jury est : 'Pas assez de challenges posés pour la compétence T-ORG'.
362,assessment,115586.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 115586 ?,SELECT * FROM assessment_results WHERE ID = 362;,L'analyse montre que le score PIX est 101.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Pas assez de challenges posés pour la compétence T-ORG'.
363,assessment,122631.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 122631 ?,SELECT * FROM assessment_results WHERE ID = 363;,L'analyse montre que le score PIX est 123.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
364,assessment,122635.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 122635 ?,SELECT * FROM assessment_results WHERE ID = 364;,L'analyse montre que le score PIX est 188.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
365,assessment,122638.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 122638 ?,SELECT * FROM assessment_results WHERE ID = 365;,L'analyse montre que le score PIX est 153.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
366,assessment,122637.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 122637 ?,SELECT * FROM assessment_results WHERE ID = 366;,L'analyse montre que le score PIX est 104.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
367,assessment,122633.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 122633 ?,SELECT * FROM assessment_results WHERE ID = 367;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'Computed'.
368,assessment,122632.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 122632 ?,SELECT * FROM assessment_results WHERE ID = 368;,L'analyse montre que le score PIX est 417.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
369,assessment,122636.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 122636 ?,SELECT * FROM assessment_results WHERE ID = 369;,L'analyse montre que le score PIX est 435.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
370,assessment,122634.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 122634 ?,SELECT * FROM assessment_results WHERE ID = 370;,L'analyse montre que le score PIX est 320.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
371,assessment,125043.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 125043 ?,SELECT * FROM assessment_results WHERE ID = 371;,L'analyse montre que le score PIX est 0.0 avec un statut 'error'. Le commentaire pour le jury est : 'Pas assez de challenges posés pour la compétence D-SSENT'.
372,assessment,125046.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 125046 ?,SELECT * FROM assessment_results WHERE ID = 372;,L'analyse montre que le score PIX est 281.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
373,assessment,125041.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 125041 ?,SELECT * FROM assessment_results WHERE ID = 373;,L'analyse montre que le score PIX est 0.0 avec un statut 'error'. Le commentaire pour le jury est : 'Pas assez de challenges posés pour la compétence D-SSENT'.
374,assessment,125048.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 125048 ?,SELECT * FROM assessment_results WHERE ID = 374;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'Computed'.
375,assessment,125047.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 125047 ?,SELECT * FROM assessment_results WHERE ID = 375;,L'analyse montre que le score PIX est 189.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
376,assessment,125049.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 125049 ?,SELECT * FROM assessment_results WHERE ID = 376;,L'analyse montre que le score PIX est 225.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
377,assessment,125039.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 125039 ?,SELECT * FROM assessment_results WHERE ID = 377;,L'analyse montre que le score PIX est 0.0 avec un statut 'error'. Le commentaire pour le jury est : 'Pas assez de challenges posés pour la compétence D-SSENT'.
378,assessment,125044.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 125044 ?,SELECT * FROM assessment_results WHERE ID = 378;,L'analyse montre que le score PIX est 0.0 avec un statut 'error'. Le commentaire pour le jury est : 'Pas assez de challenges posés pour la compétence M-DEV'.
379,assessment,125052.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 125052 ?,SELECT * FROM assessment_results WHERE ID = 379;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'Computed'.
380,assessment,125051.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 125051 ?,SELECT * FROM assessment_results WHERE ID = 380;,L'analyse montre que le score PIX est 170.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
381,assessment,125050.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 125050 ?,SELECT * FROM assessment_results WHERE ID = 381;,L'analyse montre que le score PIX est 0.0 avec un statut 'error'. Le commentaire pour le jury est : 'Pas assez de challenges posés pour la compétence P-MOD'.
382,assessment,125045.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 125045 ?,SELECT * FROM assessment_results WHERE ID = 382;,L'analyse montre que le score PIX est 293.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
383,assessment,125054.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 125054 ?,SELECT * FROM assessment_results WHERE ID = 383;,L'analyse montre que le score PIX est 296.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
384,assessment,125042.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 125042 ?,SELECT * FROM assessment_results WHERE ID = 384;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'Computed'.
385,assessment,125053.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 125053 ?,SELECT * FROM assessment_results WHERE ID = 385;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'Computed'.
386,assessment,127860.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 127860 ?,SELECT * FROM assessment_results WHERE ID = 386;,L'analyse montre que le score PIX est 213.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
387,assessment,128846.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 128846 ?,SELECT * FROM assessment_results WHERE ID = 387;,L'analyse montre que le score PIX est 0.0 avec un statut 'rejected'. Le commentaire pour le jury est : 'Computed'.
388,assessment,128857.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 128857 ?,SELECT * FROM assessment_results WHERE ID = 388;,L'analyse montre que le score PIX est 0.0 avec un statut 'error'. Le commentaire pour le jury est : 'Pas assez de challenges posés pour la compétence P-MOD'.
389,assessment,128840.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 128840 ?,SELECT * FROM assessment_results WHERE ID = 389;,L'analyse montre que le score PIX est 360.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
390,assessment,128841.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 128841 ?,SELECT * FROM assessment_results WHERE ID = 390;,L'analyse montre que le score PIX est 206.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
391,assessment,128848.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 128848 ?,SELECT * FROM assessment_results WHERE ID = 391;,L'analyse montre que le score PIX est 301.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
392,assessment,128849.0,assessment_result_analysis,score_evaluation,Quel est le résultat et l'évaluation de l'Assessment ID 128849 ?,SELECT * FROM assessment_results WHERE ID = 392;,L'analyse montre que le score PIX est 147.0 avec un statut 'validated'. Le commentaire pour le jury est : 'Computed'.
